10/17/01 	17/10/2001 
inextricably 	intrinsically 
laser 	lasers 
p4 	ps4 
microbe 	microorganism 
furskins 	pelts 
cscs 	scc 
erm 	gri 
diminish 	reduce 
binding 	liaison 
transhipments 	transshipments 
absolutely 	quite 
cide 	icel 
bonds 	links 
collaborators 	contributors 
mtp 	pmt 
disconnect 	disconnection 
isolation 	seclusion 
teleprinter 	tty 
disgusting 	grossgusting 
concepcion 	concepción 
reaz 	riaz 
extension 	outreach 
1,908 	1908 
mobil 	mobile 
president-in-office 	president-inoffice 
consequences 	impacts 
seek 	solicit 
clash 	clashes 
rican 	rico 
good-neighbourly 	neighborly 
eviction 	evictions 
equateur 	equatoria 
counter 	meter 
fantu 	vento 
motel 	motels 
okey 	oki 
bid 	candidature 
twisted 	twisty 
517 	517th 
gdr 	rda 
regulation 	verordnung 
13:00 	1:00 
263 	4,263 
ohs 	whs 
compensation 	redress 
bertrand 	betrand 
cbw 	esd 
héritage 	legacy 
snap-ins 	supplements 
overhaul 	revision 
- donna 	donna 
grease 	lubrication 
consequential 	corresponding 
jeremy 	jérémie 
saadi 	sadi 
footboards 	pegs 
container 	reservoir 
continental 	plateau 
cdm 	cdms 
flaws 	imperfections 
neo-fascism 	neo-fascist 
convener 	coordinator 
rainfalls 	rains 
low-risk 	lower-risk 
argued 	pleaded 
dhs 	eds 
nccs 	pcn 
al-maliki 	el-malki 
apg 	cpa 
khaleda 	khalida 
snags 	stubs 
7 	7th 
fiefdoms 	strongholds 
cma 	macs 
datafile 	datafiles 
asir 	tina 
cofinance 	cofinancing 
composition 	makeup 
1998/272 	272 
flukes 	staves 
1.25 	13:25 
bakery 	pastry 
supranational 	transnational 
abruptly 	sharply 
lupo 	wolf 
shade 	shading 
apprised 	informed 
2,680 	26.8 
arrondissement 	rounding 
pre-qualification 	pre-selection 
academic 	university-based 
feudal 	feudalism 
rationalising 	streamlining 
hia 	nrc-hia 
back-up 	backup 
identifiable 	recognisable 
detailed 	in-depth 
accordance 	agreement 
delicate 	tricky 
baa 	fabs 
finnish 	finns 
traditional 	traditions 
pilot 	rider 
feet 	legs 
inclined 	tilted 
avm 	vam 
band 	bande 
ouc 	vhf 
seed 	semillas 
acadian 	akkadian 
computer 	computerized 
edn 	i-edn 
nsfr 	nsnr 
federal-provincial-territorial 	fpt 
meir 	mir 
noted 	noticed 
pelted 	threw 
ripped 	tore 
besieged 	trapped 
compromised 	jeopardized 
add-in 	add-on 
ceesay 	sesay 
attached 	attaché 
regional 	régional 
camper 	rv 
10-13 	10.13 
nguesso 	sassou-nguesso 
pre-processing 	preprocessing 
mild 	moderate 
beginning 	principle 
61/16 	61/6 
homecoming 	prom 
bar 	rod 
.18 	0,18 
barbarian 	barbarous 
karubi 	krobi 
equal 	equitable 
change 	variation 
rivières 	trois-rivières 
foregoing 	preceding 
endeavor 	strive 
disassociation 	dissociation 
incomprehensible 	inexplicable 
iii 	three 
16/12/2002 	20/12/2002 
option 	options 
determined 	specified 
12/12/2002 	16/12/2002 
karbalaa 	kerbala 
earner 	juicy 
constables 	mounties 
highness 	majesty 
gmo-free 	non-gmo 
pup 	pups 
anklet 	tracer 
ploughing 	tillage 
534 	534,000 
abridged 	short-form 
birgitta 	brigitta 
d. 6 	p. 6 
laszlo 	lászló 
leasing 	tenancy 
sub-contracted 	subcontracted 
assessment 	evaluations 
loukas 	lucas 
unbroken 	uninterrupted 
outfalls 	weirs 
arena 	stage 
assume 	suppose 
pacemakers 	promoters 
impasse 	standstill 
night 	overnight 
40,000 	40000 
radiation 	write-offs 
siu 	trillion 
2009-2010 	2009/2010 
historical 	historique 
tyrell 	tyrrell 
fetters 	shackles 
inner-party 	intra-party 
receiving 	receptors 
smile 	souris 
killed 	shot 
brotherly 	sisterly 
immense 	vast 
enrollments 	registrations 
84 	84th 
boundaries 	limitations 
caps 	stoppers 
7.5.1 	7.5.11 
gsb 	p-4b 
gc .10 / 14 	gc .10 / 4 
persisted 	persists 
lawfulness 	permissibility 
rails 	riels 
dmitriy 	dmitry 
tigers 	tiggers 
trs 	wbs 
liliane 	lillian 
officers 	official 
crossing 	crossover 
offering 	providing 
incessant 	relentless 
criminología 	penology 
kingdom 	united 
dealer 	merchant 
creative 	imaginative 
doctrinaire 	doctrinal 
fallacious 	specious 
daes 	undesa 
device 	dispositif 
genera 	kinds 
staffing 	stafﬁng 
1577 	15777 
stretch 	stretching 
ching 	qing 
pigeons 	suckers 
approval 	authorization 
conducted 	made 
servile 	subservient 
gases 	gaz 
pca 	pcas 
are - 	as - 
same 	similar 
valuable 	worthwhile 
break-up 	breakup 
forfeiture 	seizure 
jackets 	wind-cheaters 
4.5 	450 
marine 	marins 
megapixel 	mp 
claimants 	seekers 
diaphragm 	iris 
crash-landed 	crashed 
migrating 	migratory 
2000/253 	2002/253 
ezz 	ezzedine 
igs 	sgi 
mobilization 	mobilized 
slim 	thin 
mediator 	ombudsperson 
siirt 	sirat 
grenades 	shells 
direct-connect 	straight-through 
nrc 	nrcc 
alphabets 	scripts 
cannulas 	prongs 
elders 	sheikhs 
guns 	shotguns 
iab 	icc 
later 	latest 
msds 	ss 
returnees 	returning 
chechen 	chechnia 
teta 	tita 
faithfulness 	loyalty 
spokesman 	spokeswoman 
1,221 	1221 
disappearance 	disappearing 
11.000 	11a 
71.6 	716 
lng 	sdg 
needles 	plungers 
define 	identify 
co-ownership 	condominium 
select 	selected 
imaginary 	imagination 
0640 	6.40 
333 	333rd 
banners 	streamers 
caf 	psatsum 
commonly 	often 
290,000 	290000 
7.56 	75.6 
dier 	dir 
creates 	generates 
copies 	exemplary 
ecp 	pmt 
témiscaming 	témiscamingue 
policer 	vigilant 
fostering 	promoting 
favourable 	supportive 
billion 	trillion 
2005-03-11 	2006-07-04 
roch 	rosh 
sum 	yoshiro 
insurable 	insured 
adj 	corr 
assertion 	contention 
bio 	bio - 
gestion 	management 
laminating 	lamination 
cen 	enc 
balance 	balances 
caa 	facs 
ilm 	mdu 
hse 	sse 
sandzak 	sandžak 
t 	t. 
connection 	login 
poi 	por 
constraint 	limitation 
encloses 	surrounds 
co-prosecutors 	prosecutors 
encroach 	impinge 
intra-eu 	intra-european 
34,480 	480 
hsin 	xin 
secretariats 	ssecretariats 
moise 	moses 
adaptation 	coping 
demining 	mine 
2006-11-27 	2006-11-28 
lumineux 	luminous 
anti-narcotics 	counter-narcotic 
health-care 	healthcare 
over-exploitation 	over-harvesting 
gama 	gamma 
magp 	mop 
brute 	gross 
ana 	margie 
yu 	yue 
horrifying 	terrible 
clni 	cmni 
torah 	utj 
co - 	co-regulation 
sewer 	wastewater 
pharmacopeial 	pharmacopoeial 
ecd 	edc 
` clock 	adjournment 
rather 	somewhat 
omp 	pmo 
keeps 	maintains 
constant 	permanent 
bonded 	storage 
meadows 	prairies 
apprehension 	foreboding 
avni 	awni 
vagabond 	vagrant 
delineation 	délimitation 
spt 	sub-committee 
borrowing 	lending 
fight 	lutte 
forego 	renounce 
70.0 	76.0 
alarming 	frightening 
shortcomings 	shortfalls 
mouthpiece 	spokesperson 
agendas 	programs 
cra 	r.c.a.f. 
tawhid 	unification 
simplifying 	streamlining 
740.000 	90,000 
chp 	hpc 
dli 	sdi 
gesine 	gissin 
1,380 	1380 
robberies 	thefts 
decommission 	decommissioning 
yeongnam 	yeungnam 
defeats 	rout 
aide-memoire 	memoire 
blow-up 	inflatable 
boring 	dreary 
new-style 	new-type 
post-secondary 	tertiary 
director 	warden 
- feet 	- pete 
entertainment 	leisure 
traders 	traffickers 
surprised 	surprising 
shu 	shue 
fabienne 	juliane 
internships 	placements 
reservist 	reservists 
noureddin 	nourredine 
cahiers 	notebooks 
modulator 	modulator-control 
competitors 	concurrents 
band 	orchestra 
gopher 	groundhog 
non-reimbursable 	non-repayable 
least-developed 	less-developed 
slum 	slums 
galician 	gallegos 
friction 	rubbing 
retail 	retailer 
mro 	rrm 
` articolo 	articolo 
n.y. 	ny 
compliance 	observation 
payee 	recipient 
al-hayat 	life 
add .50 	add .55 
bordeaux 	villarreal 
travel 	voyages 
quagmire 	swamp 
burkes 	ew 
camper 	caravan 
index-en . htm 	index.htm 
10.35 	22.35 
refresh 	refreshing 
53/181 	56/181 
www.acoa-apeca.gc.ca 	www.acoa-apeca.gc.ca . 
synergism 	synergy 
wine-making 	winemaking 
- caleb 	caleb 
2833 	3366 
video-taped 	videotaped 
addons 	snap-ins 
writings 	written 
beet 	sugarbeet 
pre-testing 	pre-verification 
resort 	resorting 
express 	expressing 
oct 	octobers 
cesar 	cesr 
biphenyls 	dibenzofurans 
clam 	clams 
cultura 	culture 
ibd 	icdp 
führer 	leaders 
duct 	flue 
levy 	livi 
isolate 	isolates 
interrelationship 	interrelationships 
saleem 	salim 
rutabagas 	swedes 
broadening 	expand 
re-establishment 	reset 
install 	installs 
delimited 	demarcated 
angelica 	angélique 
cae 	dv 
lund 	lundin 
real 	veritable 
decayed 	decomposed 
cross-pillar 	cross-theme 
46.86 	57,2 
québec 	québécois 
vs 	vs. 
derechos 	rights 
shade 	shadows 
syrup 	syrups 
unveiled 	unveiling 
hezballah 	hizbollah 
mang 	meng 
embankment 	fill 
merely 	purely 
access 	accessible 
erw 	sre 
softer 	sweeter 
furious 	mad 
cat 	cat . 
plant 	planta 
yassar 	yasser 
cci 	iab 
cdp 	cop 
reiterates 	renews 
intangible 	non-tangible 
ess 	sst 
ascribed 	attributed 
ip 	yip 
check 	checking 
duct 	passage 
parallel 	side 
non-us 	un-american 
carlin 	carlini 
narrator 	storyteller 
267 	267th 
clip 	kleib 
solaiman 	solayman 
annoyance 	irritation 
` industrie 	industry 
mckee 	mekki 
carey 	qari 
reduce 	reduces 
shara 	shareh 
1,292 	292 
sticky 	viscous 
gateway 	passerelle 
dix 	ten 
abiotic 	non-organic 
quits 	resigns 
rpn 	rpns 
energy-efficient 	low-energy 
55000 	56000 
occupational 	professionals 
convened 	held 
friday 	fridays 
time-share 	timeshare 
bombed 	pounded 
loup 	wolffish 
runways 	tracks 
c. 3/51 	c. 3/52 
991 	995 
6.3 	para .8.3 
hyun 	xuan 
iaw 	ioi 
sarda 	sardinian 
combination 	conjunction 
breeding 	rearing 
destitute 	indigence 
1113 	5013 
66 	sixty-six 
fujian 	fujianese 
ngl 	ngls 
interview 	interviewing 
bench 	dynamometer 
1,020 	1.02 
appalling 	horrifying 
acquirer 	recipient 
battery 	stack 
1.4 	140 
convenor 	coordinator 
anp 	pda 
alternate 	substitutes 
corr .1 	corrs .1 
aids 	sida 
bridget 	bridgette 
end 	fin 
temiscaming 	temiskaming 
re-calculate 	recompute 
bgen 	boen 
dprk-chinese 	korean-chinese 
eleventh-hour 	late-breaking 
leading-edge 	state-of-the-art 
paste 	pasted 
cfs 	sfc 
pcm 	pcms 
secret 	secretly 
debuggers 	debugs 
cross-disciplinary 	trans-disciplinary 
water-tight 	watertight 
entry 	inbound 
grandad 	papi 
misadventure 	mishap 
breast-feeding 	lactation 
chengdu 	haikou 
tatar 	tatars 
run 	term 
performances 	spectacles 
intergouvernementale 	intergovernmental 
al-sattar 	satar 
efforts 	initiatives 
maura 	mauro 
beneficiary 	recipients 
maccormick 	mccormick 
revitalization 	revival 
cooney 	mejdoub 
août 	august 
grief 	heartache 
2,021 	2021 
micro-loans 	microcredits 
sister 	sisterly 
co-chair 	co-chairs 
favorably 	favourably 
fix 	repair 
sagit 	scfait 
address 	addressing 
ashlee 	ashley 
inputs 	intakes 
strongholds 	strongpoints 
212 	212 - 
martyr 	shaheed 
due 	duly 
non-expendable 	sustainable 
anchors 	delimiters 
insulating 	insulator 
cleric 	clerics 
mid-level 	middle-level 
governorates 	governorships 
intervene 	speak 
extendible 	extensible 
bar 	lawyers 
ibd 	inn 
ihr 	lic 
attesting 	evidencing 
infiniti 	infinity 
limits 	restrictions 
facilitate 	facilitates 
mold 	mussel 
untaes 	untaet 
corral 	paddock 
rob 	steal 
59/276 	59/277 
microorganisms 	organisms 
realize 	realize 
91 	ac .237 / 91 
sleep 	slept 
skinny 	thin 
rdg 	rgd 
butthead 	idiot 
aplomb 	poise 
combined 	merged 
2003-04 	20032004 
artefacts 	artifact 
quantity 	volume 
akhdar 	lakhdar 
maged 	majid 
b2d 	backup-to-disk 
paint 	pintar 
non-unicode 	unicode 
al-ikhwan 	brotherhood 
unattractive 	unglamorous 
fab 	mfg 
inflexibility 	stiffness 
6-7 	6/7 
bald 	baldy 
accessions 	adherences 
low-intensity 	low-level 
prof 	teacher 
fuckos 	homos 
non-compliance 	non-performance 
haibin 	riviera 
decline 	drop-off 
athos 	atos 
proponents 	proposers 
ship 	starship 
feasability 	feasibility 
understated 	undervalued 
11.5 	11:5 
tff 	ttf 
roads 	streets 
eat 	essen 
5e 	5f 
advisors 	consulting 
hewlett-packard 	hp 
rearrange 	reorganise 
2006-01-16 	2006-01-26 
asr 	cfis 
vaccination 	vaccinations 
reservoir 	shell 
al-sabah 	sabah 
monserrat 	montserrat 
abolishment 	deletion 
assurance 	guarantee 
al-zaytoun 	al-zeitoun 
imprecise 	unclear 
aqaba 	obstacle 
llb 	lpl 
m.r. 	rm 
détroit 	strait 
ncc 	tnc 
2000/211 	2001/211 
subdivision 	subdivisions 
creatures 	critters 
2002-03 	2002/2003 
al-zaytoun 	olive 
` ayn 	ain 
booths 	stalls 
binding 	enforceable 
siv 	vis 
sheba 	shiba 
output 	product 
csd 	dsc 
bloodsucker 	vampire 
dower 	dowry 
temporal 	temporary 
blomberg 	bloomberg 
inter-dependence 	interdependence 
autograph 	looper 
minks 	rabbits 
harshly 	severely 
hoff 	magdalene 
educating 	education 
informant 	whistle-blower 
allocation 	apportionment 
exes 	exs 
histoires 	stories 
2601 	2694 
39 	39th 
fu 	ug 
babysitters 	nannies 
career 	vocational 
nasty 	naughty 
aníbal 	hannibal 
overhead 	overload 
imperialist 	impérialiste 
rehabilitation 	restoration 
geoffrey 	jeffrey 
mushroom 	mushrooms 
attempts 	efforts 
abduction 	sequestration 
bci 	cbi 
kaddafi 	kadhafi 
consecrate 	immortalize 
2.30 	2.30 pm 
cooks 	kitchen 
lpl 	lpm 
bypass 	derivation 
elder 	seniors 
quit 	quitting 
decades-long 	decades-old 
oppressed 	repressed 
ripples 	wrinkles 
prohibit 	prohibits 
bank 	west 
fraud 	fraudulent 
dizziness 	dizzy 
cpsa 	p.s.a.c. 
flushing 	redness 
ecozone 	ecozones 
australia-china 	sino-australian 
tox 	toxicology 
colons 	settlers 
meats 	viandes 
lining 	mucosa 
cyst 	cystic 
ncp 	pnc 
podium 	tribune 
emulated 	imitated 
ilo 	mop 
adoption 	enactment 
avoid 	avoidance 
shaba 	sheba 
reclamation 	regeneration 
deplored 	lamented 
terrified 	thriiled 
eat 	eaten 
economic 	financial 
optimise 	optimizing 
thread 	threading 
cultivators 	growers 
lesions 	sores 
subclass 	underclass 
justified 	substantiated 
bleak 	dismal 
devastate 	devastates 
arrivals 	entrants 
predictions 	speculations 
captivated 	fascinated 
academic 	scholarly 
disappointment 	disenchantment 
session 	sitting 
guess 	think 
saida 	sida 
fool 	imbecile 
silver 	silverware 
mff 	psc 
eehc 	ged 
fptp 	smut 
ova 	ovule 
schoolteacher 	teacher 
dawn 	detonated 
decentralised 	devolved 
rigid 	stiff 
aloud 	loud 
practicable 	workable 
iacs 	icms 
madjid 	majid 
missiles 	shells 
luxembourg 	luxembourgish 
` artistes 	artists 
achieving 	attaining 
green 	greening 
reyna 	rina 
abolition 	elimination 
marriage 	matrimonial 
twv 	twvs 
wealthy 	well-off 
tadzhikistan 	tajikistan 
a-bian 	bian 
crane 	crean 
painting 	paintings 
cip 	pci 
rps 	sdn 
ampoules 	lightbulbs 
lyrics 	words 
gov 	www.ustreas.gov 
curr 	currency 
lashkar 	lashkar-e-tayyiba 
logistics 	logistik 
pgk 	skk 
teeth 	tines 
involuntary 	unwitting 
tornado 	tornadoes 
immediate 	instant 
fibroids 	tumors 
cole 	kohl 
basins 	drainages 
audacity 	daring 
prostitutes 	whores 
ccsi 	iscc 
cea 	lec 
mcl 	nmc 
craft 	handicrafts 
ends 	purposes 
fist 	grip 
guarantor 	surety 
layman 	layperson 
2340 	23:40 
baacouba 	baqouba 
staal 	steel 
hss 	tws 
illustration 	illustrations 
non-document 	non-paper 
provides 	stipulates 
aljazeera 	correspondent 
csg 	gsc 
valiant 	valiants 
colon 	colonic 
current 	currently 
dbh 	epas 
p.c. 	p.o. 
salim 	sélim 
non-compliance 	non-fulfilment 
chaos 	disarray 
inter-jurisdictional 	intergovernmental 
suspending 	suspension 
destroyed 	devastated 
candles 	plugs 
ii.a 	ii.a . 
confidence 	trusted 
nasrin 	nesreen 
enrolled 	inscribed 
calligrapher 	scribe 
vitoria 	werder 
consultant 	consulting 
l.p. 	lp 
dishonest 	dishonesty 
allocated 	awarded 
criminalized 	penalized 
announcement 	announcing 
investment 	placement 
attributable 	attributed 
pesaro 	pizarro 
laugh 	laughter 
ddc 	sdc 
cocaine 	coke 
disappointment 	disillusion 
2000/226 	2002/226 
abdel-razeq 	abdel-raziq 
avgp 	vbp 
johansson 	johnsson 
complimentary 	flattering 
grain 	squall 
conservative 	prudent 
ltv 	vtl 
appellation 	designation 
commonly 	fluently 
53/146 	55/146 
fat 	graisse 
eec 	eeg 
sept 	seven 
perspective 	view 
equator 	équateur 
sem 	wpm 
- brad 	brad 
interpretative 	interprétative 
dae - 	dae-jung 
ax 	hatchet 
gazette 	newsletter 
importation 	imported 
mask 	masking 
pds 	pharmacodynamics 
high-end 	top-of-the-line 
ethnic 	ethnicity 
m 	million 
disinterested 	unselfish 
assholes 	dipshits 
domain 	domains 
irg 	irm 
prudent 	wise 
directives 	instructions 
agricultura 	agriculture 
f.b.l. 	fbl 
cecelia 	cecilia 
genetic 	génétique 
` wa 	wa 
al-arabiya 	arab 
chc 	csc 
applicators 	spreaders 
1h 	proton 
barrels 	kegs 
detrimental 	injurious 
trained 	well-trained 
solaiman 	solyman 
alkenes 	olefins 
almost 	close 
.31 	0,31 
firm 	solid 
re-order 	re-supply 
enriched 	rich 
presidency-in-office 	president-in-office 
almonds 	peeled 
certificates 	certifications 
connections 	junction 
coward 	cowardly 
kasala 	kassala 
noah 	nuh 
reda 	ridha 
tarek 	tarik 
writes 	writing 
pivoting 	swivelling 
incorporate 	mainstream 
chr 	rhc 
administration 	authority 
18.15 	6:15 
3.8 	380 
earliest 	oldest 
anick 	anik 
hadep 	kadek 
beats 	overpowers 
constituencies 	constituency 
determined 	identified 
re-established 	reinstated 
launder 	whitewash 
consuls 	honoraria 
expressway 	superhighway 
judiciary 	justice 
fragile 	weak 
doda 	dutta 
childbirth 	confinement 
sinologist 	sinology 
naserea 	nassiriya 
breakfast 	luncheon 
continued 	ongoing 
micro - 	microenterprise 
add.1-2 	adds.1-2 
subscribe 	subscription 
climate 	weather 
comparator 	comparison 
misconstrue 	misinterpret 
authenticator 	authenticators 
crus 	raw 
farmer 	rancher 
freed 	liberated 
single 	unmarried 
leach 	leachate 
ardennes 	bulge 
gyeonggi-do 	kyonggi 
leung 	luong 
preparation 	preparatory 
1,457 	457 
-5.0 	5,0 
fp 	fps 
rew 	rewind 
railcar 	wagon 
cautions 	warnings 
opens 	paves 
alternate 	replacement 
psat 	tsp 
region 	regione 
avian 	influenza 
sleeping 	sor 
implacable 	ruthless 
brm 	erm 
arrested 	orders 
brg 	gbr 
double 	redouble 
shareef 	sharif 
benzyl 	isothiocyanate 
fiancee 	fiancé 
mimic 	simulator 
inscribe 	register 
genetic 	hereditary 
imported 	importing 
sgc 	tmc 
butterworth 	butterworths 
maelstrom 	vortex 
formulated 	worded 
.9 	0,9 
cohesive 	consistent 
doc 	medic 
1800 	1800s 
030 	2,030 
cone 	cono 
canadian 	canadienne 
surreal 	unreal 
papi 	pappy 
arthur 	artur 
sand 	sha 
iip 	ipi 
resale 	resell 
fogs 	mists 
deployments 	drilldowns 
postpone 	reporter 
freezes 	gels 
deregistration 	radiation 
flat 	flats 
oil 	oils 
top-of-rack 	tor 
advertisement 	publicity 
circulaire 	circular 
icpet 	nrc-icpet 
vil 	wiley 
haggling 	horse-trading 
receptive 	susceptible 
draftperson 	draftsman 
moped 	motorbike 
setting 	settings 
robe 	tunic 
olive-pomace 	pomace 
new 	nouvelles 
olsen 	olson 
hey 	yo 
ukrainian 	ukranian 
non-communication 	non-disclosure 
short-circuit 	short-circuiting 
509 	9821 
all 	each 
different 	distinct 
boaz 	bose 
blacks 	negroes 
cradles 	cribs 
fuck-all 	squat 
` arbitrage 	arbitration 
attempted 	attempts 
jianguo 	nation-building 
caravans 	trailers 
appreciably 	significantly 
arduous 	painstaking 
lepper 	lipper 
gonzales 	gonzáles 
alternating 	work-linked 
visites 	visits 
deus 	god 
jumped 	leapt 
53.8 	538 
exceeded 	expired 
enhanced 	increased 
folks 	parents 
binder 	bookbinding 
annex 	annexe 
roth 	ruth 
grooves 	slits 
breakdown 	rupture 
co-legislator 	colegislative 
non-aligned 	nonaligned 
inigo 	íñigo 
carbohydrates 	hydrates 
encourages 	fosters 
technicians 	technologists 
kinky 	pervert 
company 	société 
geoffrey 	jeffry 
secondes 	seconds 
daunting 	formidable 
aristide 	forked 
attempt 	attempts 
sponsoring 	sponsorship 
winter 	wintertime 
over-estimates 	overpredicts 
coip 	peak 
jusuf 	yosef 
inter-organization 	interorganizational 
robert 	roberta 
han 	rok 
commonly 	routinely 
118 	811 
failed 	unsuccessful 
assess 	evaluation 
n.v. 	nv 
sharara 	spark 
csd 	dce 
ungovernable 	unmanageable 
